sig_max_origin,sig_rms_origin,sig_max_neg,sig_rms_neg
-52.089993739374634,-66.45143276791052,-56.02892503481276,-67.89255419594241
-54.385798845089994,-66.3821109291168,-42.34229015403206,-61.28372650352384
-27.580540532484008,-47.68221940269772,-55.447196790716774,-66.56469446191453
-51.966062963514105,-64.90242898323943,-54.46406361046339,-66.35356873372476
-54.524178124983266,-66.80045391838503,-54.59453691339192,-66.37766369732375
-43.81424945405784,-61.443194256563146,-55.897203837340115,-66.49904132359379
-54.881427613317804,-65.66845465730411,-55.061027796711514,-66.8922151956806
-43.71996345376743,-61.049935145874095,-47.03122398937471,-62.2157967481199
-51.82586878406414,-65.96362615974364,-54.801056359384646,-66.58780738213099
-52.327322282760434,-65.96357571158705,-55.46339150086978,-66.30645175424826
-53.9624891131604,-66.66567534376607,-54.273747818137636,-66.41804925554709
-53.32127647748281,-66.31966191674888,-53.12412207481559,-66.47170231923806
-50.14315416797889,-65.40960338633664,-47.404293078546104,-62.36366262294681
-50.61505804867609,-65.07915505526421,-53.15843267655179,-65.64099544375156
-49.90520965576047,-65.12639875552048,-54.7905558725211,-66.73397563107437
-49.64970242248068,-64.70691480380118,-57.23265656850013,-67.63871213875387
-50.26135053839666,-65.766158664916,-56.34473365196647,-67.5962944682107
-50.89208508185577,-65.51876621485673,-57.04720013789263,-67.37130622720687
-50.84439130786852,-65.00380808092613,-55.80346052027265,-67.62960894544929
-51.02872724874138,-65.19722723487925,-57.85698469571549,-67.56293060768596
-50.06210713850155,-64.6750292299974,-56.56042239320516,-67.41117996497698
-50.39163694871508,-65.54060298595522,-55.818951090805,-67.04939014400469
-51.260478713367405,-65.2330167856516,-53.23171113561115,-66.76656632282294
-49.77306574377168,-64.14775560955843,-56.76049533129583,-67.1933384703604
-49.01106331543865,-64.34914427816109,-55.34676656931172,-67.03255080261486
-49.86351183600365,-64.52315825514724,-57.76887145646492,-67.40982781533134
-46.346651364373244,-63.88130202405811,-53.350269210606115,-66.75778654201864
-46.639674737868724,-63.53555992828582,-53.983952638475195,-66.1894366311867
-47.48786483379134,-63.799623110259645,-55.99514190491904,-66.8544362350278
-49.942449453076556,-65.02296216326786,-58.42285074222023,-67.42367592484018
-49.06700056486954,-64.85578453944686,-57.17897629236148,-68.15263615420298
-49.391883491456184,-64.01661025498223,-57.109961312824844,-67.72394093294524
-47.25047930680148,-63.26347168677187,-54.0059138487516,-65.82218298105752
-49.31753248310162,-64.09335984644999,-56.42651954422152,-67.20461431373883
-46.38240125923369,-61.586697101101464,-56.732646255398286,-67.83734953512385
-47.25483822775026,-63.07336263359691,-57.04974224864806,-67.81363103753658
-47.69010886793752,-63.63142346359395,-56.436938187960976,-67.05897454303637
-48.35287767942438,-63.85701783219023,-55.6252088900041,-66.96328933221633
-47.06052606044443,-63.2072547162046,-56.63811106798319,-66.9919515091263
-46.24812738100509,-62.89335394239764,-56.25062343945116,-67.14534652070817
-46.931208958467614,-63.063708399919946,-56.06798762632937,-66.18686813513902
-45.31814818641524,-61.804707916438275,-56.757518656278634,-67.08952652025354
-46.8740708309107,-63.18503280676318,-56.95241442054452,-67.18243877440469
-47.11289906857421,-63.1880750521795,-55.906613685120774,-67.39378226829064
-47.10198777705482,-63.10303331597842,-55.16364923061904,-67.53912408438218
-46.704679002315416,-62.58366442193625,-56.4110395206065,-67.65751658273614
-47.11257870158871,-62.997091100495936,-54.3421626080523,-66.07328652598027
-46.26077781837954,-62.26608610375663,-53.220966934523986,-65.42171244903582
-55.497447742565356,-67.38697735007219,-55.767440175921614,-66.88862283591995
-55.16380809534536,-66.9548625088139,-56.900796437704216,-67.65798882172714
-52.506540874607985,-67.27479333038733,-55.87444696197859,-67.40919928331992
-56.074862364639806,-67.25467397403115,-54.39437919944432,-67.3962563496113
-36.95375239003178,-51.69835578627656,-39.983938470361586,-52.11991620396202
-48.8065953878597,-64.7620384508956,-49.190851519339446,-63.488667061617505
-54.631509764920665,-66.95618608747228,-56.675120142141154,-67.55857676129834
-54.891571216929755,-66.99618667028822,-56.67989437284854,-67.59173875425861
-55.024388778693734,-66.3936260351883,-54.357858443809135,-67.07493381739211
-52.21863575329309,-66.6087232725873,-56.90170694155037,-67.14131089191159
-53.84226798375673,-66.81995523405357,-56.36107096697518,-66.93108628282725
-55.23432397536099,-67.068309780734,-56.64556474846506,-67.66246014709884
-54.08877878539823,-66.68648244210299,-52.079370830305066,-66.94996174652034
-54.26452223350144,-66.5784974064143,-55.88734517591837,-67.13730850388524
-54.01701186999209,-66.48275896325549,-56.127016713826386,-66.89273638170481
-52.79577290552268,-66.68633161178738,-53.97784397205122,-66.32134283387063
-51.72358155579122,-66.32151087326154,-55.479631723314796,-66.90334877272059
-52.427431062281336,-66.49081643430031,-57.2959458095381,-67.1071844302861
-54.79167007697657,-66.726200964016,-57.470135871266564,-67.42255913204691
-52.24007784156946,-66.54788037612283,-52.31341116200062,-67.01061606448094
-52.518592359778935,-66.55786666627142,-55.938748332164245,-67.35735556469338
-52.87570388289244,-66.3287951132068,-55.83866056800662,-66.96638998635406
-52.8895760322044,-65.95544534877202,-55.32540815247905,-66.9752862905473
-54.70182701546916,-66.50353629791205,-56.78674447515347,-66.90990878415917
-53.69587018431817,-66.81179387777448,-54.648178592090574,-67.10660431840158
-54.41697730095334,-66.98447805296232,-55.34558293562151,-67.10775542638737
-54.274095939935485,-66.23359455108074,-56.167642763314234,-66.29536592282817
-54.80364684421645,-66.5386199815667,-55.70930906864995,-66.8394507768567
-54.72727512454191,-67.0243905580532,-55.73245418054776,-67.03995203761929
-54.29199476135234,-66.99227684362071,-53.62919680521369,-66.31357932011669
-51.634173854371085,-65.98009228703108,-55.106352385935615,-66.73048380291344
-52.71637113171499,-66.43746562327814,-55.51917741662968,-66.37698700963723
-53.86401163032168,-66.32786646617225,-55.2593192071121,-66.67526781950895
-52.391173048629646,-65.89203671185139,-55.72780931949569,-67.6192811340355
-54.410820291427825,-66.43813067280485,-57.03326168272734,-67.69926921587457
-54.54371230032756,-67.03577296954919,-56.19818978390589,-67.2695692765505
-54.613238288719174,-66.36374805653406,-56.12089978856585,-66.91125668945085
-54.46245270798097,-66.57669182669333,-53.4571646994678,-66.34330845799772
-51.75791126037103,-65.68604771891127,-56.5452263014991,-66.78842511634312
-53.0689406516371,-65.36724219731961,-57.35883557772521,-67.29374599116413
-52.73004184770692,-66.32481530514563,-55.968609017835206,-66.93867489971949
-53.72205656104419,-65.97371002073851,-56.39624505951366,-67.20505806491597
-54.30841735400228,-66.60094915543215,-56.8353198143119,-67.47013200923234
-53.94100103448028,-67.08214221241106,-56.442196281064135,-67.72060242949419
-54.936734198503025,-66.41649798887494,-54.996693194257006,-67.33257827649584
-55.71147864465789,-66.82554295156221,-57.00902688323729,-67.480040717672
-54.355727715033765,-66.85346166267665,-55.59314413844356,-66.99047723507347
-53.78506902439228,-66.19844019859042,-57.26029424944681,-67.4485401360255
-54.21055450279706,-66.6357667214399,-57.152424318675656,-66.90745519624811
-35.47739620333552,-50.070465180196635,-37.30314851946974,-51.38986788454646
-27.8045800894021,-41.75015435624485,-33.562767500105274,-46.54372439881144
-35.47442456770953,-51.46096133059842,-38.495862563830585,-52.820412209402996
-38.53691835669098,-53.213929677071185,-32.34061447065233,-52.358957715318596
-39.6981459297003,-54.24889245296818,-45.8225198692807,-56.49528482022724
-39.60647483741912,-54.027668406736424,-41.460167555896334,-55.395767651922654
-33.03974509957219,-46.11219459237549,-37.356530715989564,-53.813415891184945
-40.03044076967343,-53.29755142417405,-42.097042112121756,-52.51223930133083
-39.343274913797636,-53.096994799391396,-41.709736923080236,-53.39908515604932
-37.24766899312579,-53.885546553251686,-37.35311660049703,-54.92265075292913
-38.021791859713964,-52.12472233060708,-37.3931738293743,-52.87661150947558
-35.47751389827251,-48.01059550558878,-34.06703779178221,-48.98412869273627
-35.94149641154388,-51.14451853262743,-36.64648552349988,-52.68407460936187
-31.798361738637094,-52.894340137776574,-39.79057911263781,-56.55475162805012
-35.4447608541963,-51.18350380322141,-36.86516777576449,-49.98011193671961
-31.89951394748647,-52.61440824312586,-39.570569247022206,-52.99384785370456
-31.917339585812275,-49.618547865684135,-40.09408559680846,-54.07612976149221
-35.85681683108544,-52.28937896537877,-40.641225358499355,-52.3441470032592
-27.458576996397568,-45.038452360976805,-38.301249301080404,-50.57862777971799
-31.21999439920205,-47.745388807890514,-37.5624032827169,-52.535720145537006
-31.996213065517566,-49.47500756350732,-41.70578666197457,-52.3640978227235
-35.39706251479846,-51.97166397959635,-36.74123064919324,-54.12559770791701
-34.920274366769256,-51.004042535829235,-31.406073276239535,-50.78968176370746
-35.802481276756275,-52.0339825314816,-42.410563510116084,-55.15952743062165
-37.42369694211566,-53.56278254435145,-43.01144349467637,-55.77278263944386
-37.63121813753604,-54.98084659736301,-43.73281388940167,-56.240114685335634
-26.393973131296768,-44.01161126433841,-45.851420312261475,-55.48039049123194
-27.813457660384778,-47.43989812733406,-38.944282422880654,-53.12094026368481
-36.959460965594396,-50.558269490256265,-41.98377231928595,-52.696011785739564
-36.84865340336803,-51.59432603536305,-41.124919334991986,-53.41782830884816
-35.11398533621008,-49.428265759408696,-40.871063042830244,-53.0919473161352
-39.80784702305304,-52.56569278637955,-44.967065430421755,-55.97623800854561
-46.23376864279729,-56.98841649919721,-45.760624903268585,-57.0719311841814
-41.69850601251129,-55.16838716951921,-43.90894861422606,-54.4023953928704
-34.78296138501466,-54.47599838556627,-40.31857663129432,-53.348693696205835
-43.06628800848658,-54.748943479901016,-45.77204311173418,-56.7409744185244
-39.8502465257066,-52.38589457210032,-42.03742800046734,-53.21109820171124
-38.31331379914281,-52.5362598608658,-41.11116376497548,-53.210262130293074
-45.40906739673238,-57.72697223975118,-43.29744749909946,-58.09919933691084
-40.3994898056067,-53.63765411028342,-43.943356162958274,-55.1092621395198
-40.76921698460657,-55.30717339655478,-32.43961972872074,-52.79327876031697
-44.127506985343004,-56.302545837476416,-47.05533514247535,-57.17414428903113
-45.752359165207494,-58.419795683846594,-46.864550413883215,-57.9450253329981
-46.03743533109983,-57.83062270542758,-47.306395894913365,-57.079237374967
-45.61795125070088,-59.002268059643,-48.741973519904356,-59.316848218229964
-45.04257524003396,-56.83198656173056,-44.77856924983548,-54.85374865874466
-45.127899434203165,-58.16660589960321,-42.310653734351106,-56.97167695917866
-35.6142780726391,-49.866924885141756,-42.641090954847925,-55.8335911712652
-41.82748251984066,-55.60817462042405,-40.14947900205926,-53.11198662848507
-41.044862038911674,-54.04980239773303,-44.31462591944459,-55.51916426187248
-39.08757952417237,-53.08782822493779,-42.122189614049205,-52.58095258452896
-36.72224002772524,-49.84266988974166,-37.25841908989557,-48.83724585318022
-31.89490946261973,-47.13615936678076,-40.086294365346724,-51.38915601260449
-40.58912744951556,-54.22402878817835,-45.92416540456853,-55.85053450723426
-37.90264778265058,-52.28956485320059,-40.318164232594725,-52.33940131300622
-30.601075467006407,-51.11191041810603,-41.99968626793836,-52.73919168921118
-39.44299837319135,-51.41489198405432,-36.044243039553784,-49.591583653533505
-36.39491664881425,-50.315351152122396,-41.8436102922901,-53.30108825220225
-36.86327331281453,-50.46468071999171,-40.401862458641574,-52.56092216359228
-37.64109305052557,-52.12074562726634,-42.280244079533304,-52.95519390799545
-29.862345310431646,-44.84172510625779,-36.94760827907329,-49.551121573998685
-33.9189795272968,-49.35844404428747,-37.50935916781904,-48.81420295571082
-35.17258100250143,-50.04353452318766,-37.8552642671348,-51.822684231754074
-37.7607813788367,-51.613781215801964,-40.54492579346914,-51.63944280907575
-33.632572519307836,-48.89181818483607,-39.08297239534275,-49.60587549518845
-35.654414960372264,-52.77449766488288,-42.67515951554344,-53.88610085729239
-31.314474777960694,-45.31463179640923,-41.40048353215471,-53.87147382516125
-36.038738495860095,-49.606231906888155,-43.057221432461205,-53.37954321155856
-31.845399208567194,-48.29407986662456,-40.761128835456624,-52.39105118717005
-35.51726410771003,-50.150049923576304,-43.12835265192135,-52.954809791835444
-30.66873173294004,-48.376955013468034,-42.4714374871569,-53.966723243443084
-32.521231861557155,-49.650152186767926,-42.785897673501594,-54.88260849876944
-33.762544773854366,-48.87532967132812,-40.028490762116384,-50.45904218914896
-37.539172268962155,-51.770583141825185,-37.65307901578832,-50.723147081007255
-29.265678069747516,-45.13628920551145,-41.559607471355534,-52.034516359611196
-34.01426138660619,-49.05844969721224,-37.59641068045506,-48.6604130465928
-32.37887772101183,-46.03732928126039,-38.61898767816229,-48.99198951499094
-34.11218381596591,-46.777035053340825,-36.84426198896408,-47.98308324915954
-31.45987386365624,-48.15373844865613,-36.13504932292295,-47.174449087091396
-35.20063264068477,-48.80318461770137,-37.48837099924488,-49.70029223704617
-35.055522510658804,-50.880372745094405,-39.91509234483611,-52.22515462068975
-32.08282551813322,-48.529778658871614,-31.086263048643698,-51.42316628704876
-39.73155921172325,-55.299044030586145,-46.67490117096228,-58.2724440844007
-34.86211822957807,-50.94729288422297,-42.71858561915717,-54.23921079014249
-31.289434436705285,-45.9594216185005,-34.02592958807461,-47.86808338217377
-34.49239449573432,-49.6858823357303,-40.42336732635161,-51.90548720747803
-36.95920116622007,-48.779675981504134,-34.60382147525507,-48.03928590383669
-34.441794587162065,-46.64822099172838,-35.41134881044699,-47.304005156638176
-29.710510969484783,-44.17071192740765,-35.35330019217636,-46.95397176427968
-31.4934788519814,-47.88560262162669,-36.9729288264405,-49.06715842005228
-34.095554855313665,-49.66601332961964,-40.043616555405436,-52.49773868575546
-32.59377994485353,-49.35708993267922,-31.77498511708872,-53.70340120235576
-28.990729939519685,-45.44698497660963,-40.160533723906894,-51.28411946707662
-31.596876466925515,-47.80546203112475,-38.59726324112205,-49.74016589291686
-37.19223834495016,-51.71885407241297,-41.411945676795234,-52.41479145463483
-29.253982348912594,-45.43798121443573,-41.67343596378927,-54.78748569189615
-32.05407751447802,-49.812329064015444,-41.80596791787632,-55.37461281870741
-34.02798302161054,-49.02002834140389,-39.94190066945133,-51.25261040076187
-28.672763355368485,-43.309307647408644,-34.57171768716406,-45.03656142735926
-41.10821961452956,-53.36689588665428,-41.9693367187261,-53.11351045947774
-41.43252357130413,-53.32140870051923,-42.98568223786773,-53.29582699204812
-35.218567808700584,-47.97323294024474,-36.003142118189054,-48.24988808210552
-33.03813870938282,-44.901764949657135,-32.57398187561601,-44.45918012478049
-36.61831114350732,-48.95887559038784,-40.195577929859006,-50.674312370465856
-33.88647759427274,-46.06960767909484,-34.42365329452622,-46.095962069883555
-35.41986530172422,-49.586876465305025,-38.88347731057533,-50.013469997383936
-32.9886248385244,-44.91111656221014,-33.442660910168705,-44.591222833912234
-35.34187851245544,-47.22741152460944,-36.97957839776129,-47.35569792203581
-31.6980444707306,-45.68324691998971,-36.38232673267454,-47.01169695614867
-33.936439315017836,-46.95722216749221,-34.78831160519213,-46.41447464197202
-35.73257316186392,-49.038580198254486,-38.179135052564206,-49.87470342476794
-32.34338760566045,-46.18441192645583,-36.613439785940834,-48.38575380527983
-33.04252466301699,-45.80302978266141,-37.622621451339874,-47.994897692139524
-32.985917278785294,-46.70827079382646,-36.276616642086026,-47.47084507770345
-31.423884079128165,-44.00197418727926,-31.76765178686024,-43.246859455754944
-35.98421021516877,-49.294357771773164,-39.34920454591987,-50.18639795296142
-36.186932061300105,-48.27328218044612,-38.51884533937707,-49.18877665928804
-32.66884747401854,-48.58605964945748,-38.09503699176992,-49.12984767635699
-33.9554124201002,-46.79565421699689,-37.22994716701022,-47.46194488237034
-33.384035265495044,-47.54156209688724,-38.62130355235558,-48.970952310609015
-50.27085377708175,-65.28772384209961,-49.53802367751266,-63.577247644671296
-45.52055548641291,-61.573746210795505,-51.756962907880535,-64.26144834248619
-43.00620698603104,-59.59620598142741,-46.34740760139103,-61.43562168675433
-34.78840956909393,-51.25923135122176,-33.05158304618941,-47.30968941425479
-32.31166847213178,-49.29018156775719,-29.39718923784846,-45.0498150437559
-29.1128031549204,-49.39534488905182,-39.625579441887766,-55.07393848105343
-40.10027314910311,-61.36435143912141,-23.412762725309584,-37.88538129807168
-27.613060102229667,-43.97088396193263,-26.749018428768,-38.95747341716004
-50.16067652880607,-65.19569074436203,-55.49047556303782,-66.74630816138426
-47.80712335402396,-62.93653029678431,-48.921355158164,-62.04910427109926
-28.817517084869145,-47.013699408152654,-55.36588964975916,-66.047892593211
-38.40361134620659,-60.76083610124311,-40.01567325437951,-56.54667304168129
-51.8698929190802,-65.5749657490959,-55.80694557183545,-66.43750220075324
-26.876744155127156,-47.52513654015452,-28.393842526787182,-43.02717478104231
-48.374042712926595,-64.42716072065143,-53.7217239748249,-64.8527235439214
-46.718229955999064,-63.71538648290951,-55.0550714482909,-65.91465236573687
-45.831269940754844,-63.19240635811519,-56.64909665289418,-66.44870462152086
-44.596153710524064,-62.2902408593791,-52.813853105528146,-65.56306654641325
-45.85047733752287,-62.01619596077576,-49.704577613612386,-64.95667406942802
-25.757917647371976,-44.642847927733406,-30.057038654859923,-44.23798941160104
-27.632954428357998,-48.34486992276635,-28.533691703840756,-40.1403007073343
-29.204884385489926,-45.0576091005955,-49.45498304117493,-63.823072881820345
-27.63327229734553,-46.32113069953505,-32.382758484056026,-51.61461601227016
-27.620137158687857,-49.25159911123536,-53.07922780089552,-65.36402211305419
-43.01046072001757,-59.91987195110515,-54.53311878257597,-65.95786414599696
-48.34487742246496,-62.66775803960981,-44.15078059759799,-60.44866411893362
-38.31745555380264,-54.89094866208354,-50.84932036736939,-63.40273621132614
-47.783175515072706,-60.80146094594813,-39.985789010519525,-56.5913535244831
-38.15025701633035,-54.74835263025532,-37.15284340751971,-53.71553076257566
-15.022252170517842,-30.42882407735256,-44.815062789047026,-61.09429487935245
-23.23052887500422,-41.514958274843146,-23.555430792950514,-37.0426756678355
-24.284162594660444,-41.394884627019906,-42.793390932842556,-54.48922058872016
-32.15941674273114,-49.49938160276572,-41.855683333314616,-56.72485472438696
-35.92227994472343,-52.90155982879937,-36.942271180902424,-50.98520201637169
-26.631903697194712,-47.96259028383375,-39.66077861013136,-55.2635278536747
-37.93533236550746,-54.74750599143073,-40.80609681779574,-56.816385929538676
-26.694598036968202,-43.98459994740013,-31.07984101312048,-45.021795260247906
-29.664201845297185,-47.77657557580244,-30.25273052947476,-44.219544789639144
-20.985398109725466,-39.76070291969421,-43.022131046268896,-54.99173444670957
-20.815525200817653,-38.463062780713,-41.899035616376146,-55.22329081037504
-26.427199229317377,-43.403265775858415,-27.93136149501784,-42.72933783399189
-42.95837740811674,-59.12612243062752,-38.43041292826659,-55.26713407149698
-41.02349225648655,-57.166542144839745,-43.75243319291462,-58.11788954016138
-42.934889230278664,-59.016162682633215,-41.91543393657824,-56.17884598369258
-41.35816167130425,-58.55784530321103,-50.953815923687586,-61.54316736300814
-39.562309896108815,-55.79876424415367,-52.21091645584199,-64.38639643582563
-38.219916678848534,-57.61872577770983,-42.28181385404419,-56.457377338828664
-49.323229986642716,-62.06938293390454,-42.691470237321454,-58.197389528861414
-49.357086542364776,-63.881735546197255,-50.508234041084336,-63.57470349662644
-49.016269906646755,-62.793114280930624,-54.947138778087414,-65.17857018392748
-41.25810555838021,-56.82736142302865,-37.930663200764585,-55.94377774778153
-37.59381803948922,-57.89702744063317,-36.82081093771329,-53.037977422780536
-37.95410974930955,-56.53359414254065,-39.92797454654875,-55.853615096072886
-38.49321438761953,-56.527393450067095,-42.4641637100079,-57.90382544989888
-40.18486895599356,-57.031024032434416,-40.67415978747006,-57.871852965093645
-39.624484577914814,-52.53112331207639,-41.37019918198835,-51.803513314944425
-41.770631985569615,-53.80531251673861,-41.22395542491019,-52.83366139971153
-41.637621849085555,-54.87975032658088,-42.9003984216026,-54.684912398679195
-39.86105649603835,-51.53267749933125,-41.51221606184191,-50.900125663656645
-36.64236045168006,-50.81959882411965,-38.328372765572695,-49.66950401241839
