,,nn_result,threshold_result,average_result,hmm_bino_result,hmm_gmm_result,hmm_bino_threshold_result,svm_result
crnn6,gmm_mix_set,,,,,"[128, 64, 128, 64]",,
crnn8,confusion matrix,"[[7.96416e+05 1.61800e+03]
 [7.85000e+02 7.58100e+03]]","[[7.96414e+05 1.58900e+03]
 [7.87000e+02 7.61000e+03]]","[[7.96414e+05 1.58900e+03]
 [7.87000e+02 7.61000e+03]]","[[7.96491e+05 1.63100e+03]
 [7.10000e+02 7.56800e+03]]","[[793561.    799.]
 [  3640.   8400.]]","[[7.96483e+05 1.59700e+03]
 [7.18000e+02 7.60200e+03]]",
crnn8,segment precision,0.9061678221372221,0.9062760509705847,0.9062760509705847,0.9142304904566321,0.6976744186046512,0.9137019230769231,
crnn8,sgement recall,0.82411131644744,0.8272638330253288,0.8272638330253288,0.8226981193608001,0.9131427329057507,0.8263941732797043,
crnn8,sgement F-score,0.8631938514090521,0.8649693112070925,0.8649693112070925,0.8660525261772616,0.7909976929233956,0.8678577544380387,
crnn8,number of label,1858,1858,1858,1858,1858,1858,
crnn8,number of prediction,1896,1891,1891,1713,1935,1717,
crnn8,number of matching event,1654.0,1659.0,1659.0,1607.0,1673.0,1613.0,
crnn8,total matching iou,1400.0204545454542,1403.2851370851372,1403.2851370851372,1388.5442224442222,1280.9812969650368,1391.6763653013652,
crnn8,encounter number error,38,33,33,145,77,141,
crnn8,encounter error rate,0.02045209903121636,0.01776103336921421,0.01776103336921421,0.07804090419806244,0.041442411194833155,0.07588805166846072,
crnn8,event precision,0.8723628691983122,0.8773135906927552,0.8773135906927552,0.9381202568593111,0.8645994832041344,0.9394292370413512,
crnn8,event recall,0.8902045209903121,0.8928955866523143,0.8928955866523143,0.864908503767492,0.9004305705059203,0.8681377825618946,
crnn8,event F-score,0.8811933937133724,0.8850360096025607,0.8850360096025607,0.9000280033604032,0.8821513313999473,0.9023776223776224,
crnn8,threshold_set,,"[0.7, 0.5, 0.4, 0.4]",,,,,
crnn8,threshold_averagestep_set,,,"[(0.7, 1), (0.5, 1), (0.4, 1), (0.4, 1)]",,,,
crnn8,gmm_mix_set,,,,,"[64, 64, 64, 64]",,
crnn10,confusion matrix,"[[796295.   1524.]
 [   906.   7675.]]","[[796218.   1492.]
 [   983.   7707.]]","[[796218.   1492.]
 [   983.   7707.]]","[[796374.   1535.]
 [   827.   7664.]]","[[7.92367e+05 7.03000e+02]
 [4.83400e+03 8.49600e+03]]","[[796296.   1502.]
 [   905.   7697.]]",
crnn10,segment precision,0.8944179000116537,0.8868814729574224,0.8868814729574224,0.902602755859145,0.6373593398349587,0.894791908858405,
crnn10,sgement recall,0.834329818458528,0.8378084574410262,0.8378084574410262,0.8331340363082944,0.9235786498532449,0.8367213827589955,
crnn10,sgement F-score,0.8633295838020247,0.8616468220694281,0.8616468220694281,0.8664782362916902,0.7542278840605442,0.8647828773664401,
crnn10,number of label,1858,1858,1858,1858,1858,1858,
crnn10,number of prediction,1963,1975,1975,1760,2072,1771,
crnn10,number of matching event,1674.0,1676.0,1676.0,1627.0,1694.0,1631.0,
crnn10,total matching iou,1422.8796176046176,1420.1677128427127,1420.1677128427127,1402.7778027528027,1268.172908919426,1401.043675768676,
crnn10,encounter number error,105,117,117,98,214,87,
crnn10,encounter error rate,0.05651237890204521,0.06297093649085038,0.06297093649085038,0.0527448869752422,0.11517761033369214,0.04682454251883746,
crnn10,event precision,0.8527763627101376,0.8486075949367089,0.8486075949367089,0.9244318181818182,0.8175675675675675,0.9209486166007905,
crnn10,event recall,0.9009687836383208,0.9020452099031216,0.9020452099031216,0.8756727664155005,0.9117330462863293,0.8778256189451022,
crnn10,event F-score,0.8762104161214341,0.8745108270284373,0.8745108270284373,0.8993919292426755,0.862086513994911,0.8988702121796638,
crnn10,threshold_set,,"[0.5, 0.4, 0.5, 0.5]",,,,,
crnn10,threshold_averagestep_set,,,"[(0.5, 1), (0.4, 1), (0.5, 1), (0.5, 1)]",,,,
crnn10,gmm_mix_set,,,,,"[64, 64, 64, 64]",,
crnn40,confusion matrix,"[[7.96487e+05 1.60500e+03]
 [7.14000e+02 7.59400e+03]]","[[796266.   1418.]
 [   935.   7781.]]","[[796266.   1418.]
 [   935.   7781.]]","[[7.96502e+05 1.61400e+03]
 [6.99000e+02 7.58500e+03]]","[[7.91897e+05 6.57000e+02]
 [5.30400e+03 8.54200e+03]]","[[796359.   1430.]
 [   842.   7769.]]",
crnn40,segment precision,0.9140587385652383,0.8927260211106012,0.8927260211106012,0.915620473201352,0.6169290769897443,0.9022180931366857,
crnn40,sgement recall,0.8255245135340797,0.845852810088053,0.845852810088053,0.8245461463202522,0.9285791933905859,0.8445483204696163,
crnn40,sgement F-score,0.8675386988061918,0.868657549539492,0.868657549539492,0.8677000514785792,0.7413321761770449,0.8724312184166199,
crnn40,number of label,1858,1858,1858,1858,1858,1858,
crnn40,number of prediction,1798,1906,1906,1689,2012,1738,
crnn40,number of matching event,1633.0,1653.0,1653.0,1601.0,1667.0,1625.0,
crnn40,total matching iou,1402.6085858585855,1428.6399350649347,1428.6399350649347,1383.5296897546896,1214.318009557522,1418.3309107559105,
crnn40,encounter number error,60,48,48,169,154,120,
crnn40,encounter error rate,0.03229278794402583,0.02583423035522067,0.02583423035522067,0.09095801937567277,0.08288482238966631,0.06458557588805167,
crnn40,event precision,0.9082313681868743,0.8672612801678908,0.8672612801678908,0.9478981645944345,0.8285288270377733,0.9349827387802071,
crnn40,event recall,0.8789020452099031,0.8896663078579118,0.8896663078579118,0.8616792249730894,0.8972012917115177,0.8745963401506996,
crnn40,event F-score,0.8933260393873085,0.8783209351753454,0.8783209351753454,0.9027347053848322,0.8614987080103359,0.9037819799777531,
crnn40,threshold_set,,"[0.4, 0.6, 0.3, 0.3]",,,,,
crnn40,threshold_averagestep_set,,,"[(0.4, 1), (0.6, 1), (0.3, 1), (0.3, 1)]",,,,
crnn40,gmm_mix_set,,,,,"[16, 32, 32, 32]",,
crnn100,confusion matrix,"[[7.96528e+05 1.58600e+03]
 [6.73000e+02 7.61300e+03]]","[[796373.   1478.]
 [   828.   7721.]]","[[796373.   1478.]
 [   828.   7721.]]","[[7.96579e+05 1.62600e+03]
 [6.22000e+02 7.57300e+03]]","[[7.91776e+05 5.80000e+02]
 [5.42500e+03 8.61900e+03]]","[[7.96426e+05 1.51000e+03]
 [7.75000e+02 7.68900e+03]]",
crnn100,segment precision,0.9187786628047309,0.903146566849924,0.903146566849924,0.9241000610128127,0.6137140415835944,0.9084357277882797,
crnn100,sgement recall,0.8275899554299381,0.8393303619958691,0.8393303619958691,0.8232416567018154,0.9369496684422219,0.8358517230133711,
crnn100,sgement F-score,0.8708035458964827,0.8700698670272706,0.8700698670272706,0.8707600321950097,0.7416426450974487,0.8706335277132989,
crnn100,number of label,1858,1858,1858,1858,1858,1858,
crnn100,number of prediction,1805,1845,1845,1663,1984,1697,
crnn100,number of matching event,1653.0,1658.0,1658.0,1597.0,1686.0,1608.0,
crnn100,total matching iou,1408.4133477633475,1418.6907287157283,1418.6907287157283,1388.8651875901878,1185.9900767759752,1398.8510101010102,
crnn100,encounter number error,53,13,13,195,126,161,
crnn100,encounter error rate,0.02852529601722282,0.006996770721205597,0.006996770721205597,0.10495156081808396,0.06781485468245425,0.08665231431646932,
crnn100,event precision,0.9157894736842105,0.8986449864498645,0.8986449864498645,0.9603126879134095,0.8497983870967742,0.9475545079552151,
crnn100,event recall,0.8896663078579118,0.8923573735199138,0.8923573735199138,0.8595263724434876,0.907427341227126,0.8654467168998924,
crnn100,event F-score,0.9025389025389026,0.8954901431271942,0.8954901431271942,0.9071286566316388,0.8776678813118167,0.9046413502109705,
crnn100,threshold_set,,"[0.4, 0.4, 0.4, 0.5]",,,,,
crnn100,threshold_averagestep_set,,,"[(0.4, 1), (0.4, 1), (0.4, 1), (0.5, 1)]",,,,
crnn100,gmm_mix_set,,,,,"[32, 64, 64, 32]",,
crnn400,confusion matrix,"[[7.96457e+05 1.43800e+03]
 [7.44000e+02 7.76100e+03]]","[[7.96409e+05 1.38500e+03]
 [7.92000e+02 7.81400e+03]]","[[7.96409e+05 1.38500e+03]
 [7.92000e+02 7.81400e+03]]","[[7.965e+05 1.467e+03]
 [7.010e+02 7.732e+03]]","[[7.92023e+05 5.50000e+02]
 [5.17800e+03 8.64900e+03]]","[[7.96456e+05 1.41700e+03]
 [7.45000e+02 7.78200e+03]]",
crnn400,segment precision,0.9125220458553792,0.9079711828956541,0.9079711828956541,0.9168741847503854,0.6255152961596876,0.9126304679254134,
crnn400,sgement recall,0.8436786607239918,0.8494401565387543,0.8494401565387543,0.8405261441461028,0.9402108924883139,0.8459615175562561,
crnn400,sgement F-score,0.8767510167193855,0.8777309744453805,0.8777309744453805,0.8770417422867514,0.7512377312603145,0.8780322689834142,
crnn400,number of label,1858,1858,1858,1858,1858,1858,
crnn400,number of prediction,1849,1867,1867,1689,1876,1700,
crnn400,number of matching event,1672.0,1683.0,1683.0,1623.0,1680.0,1632.0,
crnn400,total matching iou,1433.4159090909088,1438.1444805194803,1438.1444805194803,1416.1217171717171,1180.3982974308149,1420.2102092352086,
crnn400,encounter number error,9,9,9,169,18,158,
crnn400,encounter error rate,0.004843918191603875,0.004843918191603875,0.004843918191603875,0.09095801937567277,0.00968783638320775,0.08503767491926803,
crnn400,event precision,0.9042725797728501,0.9014461703267274,0.9014461703267274,0.9609236234458259,0.8955223880597015,0.96,
crnn400,event recall,0.8998923573735199,0.9058127018299247,0.9058127018299247,0.8735199138858988,0.9041980624327234,0.8783638320775027,
crnn400,event F-score,0.9020771513353115,0.9036241610738255,0.9036241610738255,0.9151395545531436,0.8998393144081414,0.9173693086003373,
crnn400,pred event,[0 0 0 ... 1 1 0],[0 0 0 ... 1 1 0],[0 0 0 ... 1 1 0],[0 0 1 ... 1 1 1],[0 0 0 ... 1 0 0],[0 0 1 ... 1 1 1],
crnn400,label event,[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1],[0 0 0 ... 1 1 1],[0 0 1 ... 1 1 1],[0 0 0 ... 1 1 1],
crnn1200,confusion matrix,"[[796089.   1188.]
 [  1112.   8011.]]","[[796401.   1381.]
 [   800.   7818.]]","[[796401.   1381.]
 [   800.   7818.]]","[[796121.   1205.]
 [  1080.   7994.]]","[[7.9065e+05 3.8800e+02]
 [6.5510e+03 8.8110e+03]]","[[7.96427e+05 1.39900e+03]
 [7.74000e+02 7.80000e+03]]",
crnn1200,segment precision,0.8781102707442727,0.9071710373636575,0.9071710373636575,0.8809786202336346,0.5735581304517641,0.9097270818754374,
crnn1200,sgement recall,0.8708555277747582,0.8498749864115664,0.8498749864115664,0.869007500815306,0.9578215023372105,0.8479182519839112,
crnn1200,sgement F-score,0.8744678528544919,0.8775888196666105,0.8775888196666105,0.8749521151425601,0.717478930010993,0.8777358915208462,
crnn1200,number of label,1858,1858,1858,1858,1858,1858,
crnn1200,number of prediction,1919,1846,1846,1775,1923,1707,
crnn1200,number of matching event,1701.0,1680.0,1680.0,1666.0,1679.0,1635.0,
crnn1200,total matching iou,1452.4683080808077,1438.9514430014426,1438.9514430014426,1440.538235049264,1148.6745468498805,1425.4577516437805,
crnn1200,encounter number error,61,12,12,83,65,151,
crnn1200,encounter error rate,0.03283100107642627,0.006458557588805167,0.006458557588805167,0.044671689989235736,0.03498385360602799,0.08127018299246501,
crnn1200,event precision,0.8863991662324127,0.9100758396533044,0.9100758396533044,0.9385915492957746,0.8731149245969839,0.9578207381370826,
crnn1200,event recall,0.9155005382131324,0.9041980624327234,0.9041980624327234,0.8966630785791173,0.903659849300323,0.879978471474704,
crnn1200,event F-score,0.9007148530579825,0.9071274298056156,0.9071274298056156,0.9171483622350675,0.8881248346998148,0.9172510518934082,
crnn1200,threshold_set,,"[0.7, 0.6, 0.6, 0.6]",,,,,
crnn1200,threshold_averagestep_set,,,"[(0.7, 1), (0.6, 1), (0.6, 1), (0.6, 1)]",,,,
crnn1200,gmm_mix_set,,,,,"[8, 32, 32, 32]",,
vgg,confusion matrix,"[[795890.   2583.]
 [  1311.   6616.]]","[[795824.   2542.]
 [  1377.   6657.]]","[[795824.   2542.]
 [  1377.   6657.]]","[[796355.   2356.]
 [   846.   6843.]]","[[793177.   1472.]
 [  4024.   7727.]]","[[796312.   2320.]
 [   889.   6879.]]",
vgg,segment precision,0.8346158698120348,0.828603435399552,0.828603435399552,0.8899726882559501,0.6575610586333078,0.8855561277033985,
vgg,sgement recall,0.7192086096314817,0.7236656158278074,0.7236656158278074,0.7438852049135776,0.8399826068050875,0.7477986737688879,
vgg,sgement F-score,0.7726264159757095,0.7725874775140719,0.7725874775140719,0.8103979156797726,0.7376610978520286,0.810868155831909,
vgg,number of label,1858,1858,1858,1858,1858,1858,
vgg,number of prediction,2802,2857,2857,1576,1850,1588,
vgg,number of matching event,1658.0,1668.0,1668.0,1491.0,1584.0,1499.0,
vgg,total matching iou,1156.1366161616156,1162.3866161616156,1162.3866161616156,1217.2106311172483,1246.959321521272,1222.4609974176146,
vgg,encounter number error,944,999,999,282,8,270,
vgg,encounter error rate,0.5080731969860065,0.5376749192680301,0.5376749192680301,0.15177610333692143,0.004305705059203444,0.14531754574811626,
vgg,event precision,0.5917201998572448,0.583829191459573,0.583829191459573,0.9460659898477157,0.8562162162162162,0.9439546599496221,
vgg,event recall,0.8923573735199138,0.8977395048439182,0.8977395048439182,0.802475780409042,0.852529601722282,0.8067814854682455,
vgg,event F-score,0.711587982832618,0.7075291622481442,0.7075291622481442,0.8683750728013978,0.8543689320388349,0.8699941961694718,
vgg,threshold_set,,"[0.4, 0.5, 0.5, 0.5]",,,,,
vgg,threshold_averagestep_set,,,"[(0.4, 1), (0.5, 1), (0.5, 1), (0.5, 1)]",,,,
vgg,gmm_mix_set,,,,,"[16, 16, 16, 16]",,
lenet,confusion matrix,"[[796247.   2683.]
 [   954.   6516.]]","[[795873.   2468.]
 [  1328.   6731.]]","[[795873.   2468.]
 [  1328.   6731.]]","[[7.96444e+05 2.36900e+03]
 [7.57000e+02 6.83000e+03]]","[[792744.   1357.]
 [  4457.   7842.]]","[[796200.   2207.]
 [  1001.   6992.]]",
lenet,segment precision,0.8722891566265061,0.8352152872564834,0.8352152872564834,0.900224067483854,0.6376128140499228,0.8747654197422745,
lenet,sgement recall,0.7083378628111752,0.7317099684748343,0.7317099684748343,0.7424720078269377,0.8524839656484401,0.7600826176758343,
lenet,sgement F-score,0.7818105465234867,0.7800440375478039,0.7800440375478039,0.8137733825807221,0.7295562377895618,0.8134015821312238,
lenet,number of label,1858,1858,1858,1858,1858,1858,
lenet,number of prediction,2525,2767,2767,1527,1830,1581,
lenet,number of matching event,1646.0,1671.0,1671.0,1479.0,1583.0,1502.0,
lenet,total matching iou,1128.7433621933621,1166.7520923520922,1166.7520923520922,1203.4533255143544,1218.923184234763,1220.0461321315424,
lenet,encounter number error,667,909,909,331,28,277,
lenet,encounter error rate,0.3589881593110872,0.4892357373519914,0.4892357373519914,0.1781485468245425,0.015069967707212056,0.14908503767491926,
lenet,event precision,0.6518811881188119,0.6039031441994941,0.6039031441994941,0.9685658153241651,0.8650273224043716,0.9500316255534472,
lenet,event recall,0.8858988159311088,0.8993541442411195,0.8993541442411195,0.7960172228202368,0.8519913885898815,0.8083961248654468,
lenet,event F-score,0.7510837326032398,0.7225945945945946,0.7225945945945946,0.8738552437223043,0.8584598698481561,0.8735097412038383,
lenet,pred event,[0 0 1 ... 0 0 0],[0 0 0 ... 0 0 0],[0 0 0 ... 0 0 0],[1 1 1 ... 1 1 1],[0 1 1 ... 1 1 0],[1 1 1 ... 1 1 1],
lenet,label event,[1 1 0 ... 1 1 1],[1 1 0 ... 1 1 1],[1 1 0 ... 1 1 1],[1 0 0 ... 1 1 1],[1 1 0 ... 1 1 1],[1 0 0 ... 1 1 1],
svm,confusion matrix,,,,"[[795875.   5249.]
 [  1326.   3950.]]",,,"[[795838.   5692.]
 [  1363.   3507.]]"
svm,segment precision,,,,0.7486732373009856,,,0.7201232032854209
svm,sgement recall,,,,0.42939449940210894,,,0.3812370909881509
svm,sgement F-score,,,,0.5457685664939551,,,0.49854289572819677
svm,number of label,,,,1858,,,1858
svm,number of prediction,,,,1128,,,2812
svm,number of matching event,,,,974.0,,,1254.0
svm,total matching iou,,,,695.2132672882672,,,563.6695526695526
svm,encounter number error,,,,730,,,954
svm,encounter error rate,,,,0.39289558665231433,,,0.5134553283100107
svm,event precision,,,,0.8634751773049646,,,0.44594594594594594
svm,event recall,,,,0.5242195909580194,,,0.6749192680301399
svm,event F-score,,,,0.652377762893503,,,0.5370449678800856
svm,pred event,,,,[0 1 1 ... 1 1 1],,,[0 0 0 ... 0 0 0]
svm,label event,,,,[0 0 0 ... 0 0 0],,,[0 0 1 ... 0 0 0]
svm,c_value_set,,,,,,,"[10.0, 100.0, 10.0, 10.0]"
